DefaultSC.A1ModJulian     DefaultSC.Earth.Altitude   DefaultSC.Earth.ECC       DefaultSC.Earth.RadApo    DefaultSC.Earth.RadPer    DefaultSC.Earth.Latitude   
58127.02946347038         414.8966787864147          0.0008512237607758167     6803.174157465759         6791.601961011284         15.03385478847165          
58127.0297418101          414.6171658340973          0.0008878400460432369     6803.664819186686         6791.594403612346         13.48646672979642          
58127.03001087121         414.3716970507849          0.0009200291872901625     6804.093530789551         6791.585109619356         11.99020947339473          
58127.03025309539         414.171996038147           0.0009462493129042683     6804.440190690242         6791.574970685554         10.64285417229432          
58127.03048662347         413.9989317141326          0.0009690063329005681     6804.738432028747         6791.563529324168         9.343600632578271          
58127.03069958832         413.8580304776351          0.0009875678723902546     6804.979111144176         6791.551614223835         8.158548867872483          
58127.03098018242         413.6973855306005          0.001008787049132249      6805.249941925724         6791.533682695354         6.596916645556593          
58127.03124855717         413.5706652420977          0.001025596406589433      6805.459090267082         6791.514083439635         5.103065898404519          
58127.03157083238         413.4536791160035          0.001041227888750045      6805.645006116934         6791.48729276032          3.308967745685443          
58127.0318706761          413.3796005384193          0.0010512721143963        6805.753474024779         6791.459103608395         1.639595748582131          
58127.0321791279          413.3385463050863          0.001057055642206175      6805.799790223383         6791.426765174643         -0.07777996406251199       
58127.03246233526         413.3322981412985          0.001058296445906839      6805.783902513925         6791.394057404579         -1.654610539947575         
58127.03272346647         413.3531786391095          0.001055993220873696      6805.719751076485         6791.361325635806         -3.108484247953735         
58127.03297698795         413.3978113104895          0.001050605535567445      6805.612201248566         6791.32718146631          -4.519908699310849         
58127.03326398916         413.4771144653605          0.00104078475127894       6805.436981341876         6791.285719687277         -6.117576182546989         
58127.0335089073          413.5687417291301          0.001029307896298751      6805.242964750721         6791.247989249812         -7.48081097057312          
58127.03384385919         413.7293074037998          0.0010090591187677        6804.912187505634         6791.192913673565         -9.3448637022054           
58127.03416869955         413.9232812261516          0.0009844887007118756     6804.520471666238         6791.135701784713         -11.15221370277228         
58127.03453590901         414.186866205313           0.0009510149955120861     6803.995678915502         6791.066570851053         -13.19467782000862         
58127.03490827497         414.5007831495514          0.0009111006979301013     6803.377513807746         6790.991674552312         -15.26502836504113         
58127.03521829721         414.7967599174835          0.0008734666072953707     6802.799293507799         6790.925628719474         -16.98804372994092         
58127.03550087503         415.0929576628132          0.0008358358407606775     6802.22405194128          6790.862463045492         -18.55790323818561         
58127.03586699558         415.5126797358544          0.0007826170297199147     6801.413728524718         6790.776249176981         -20.59089393775766         
58127.03620564893         415.9353395631533          0.0007292186692375389     6800.602795543381         6790.69176980722          -22.47026472964059         
58127.03654750337         416.3936529691755          0.0006716353311674793     6799.728990473179         6790.601244525121         -24.36621570175053         
58127.03688377503         416.8735835334155          0.0006118411073747016     6798.820496137608         6790.505987573337         -26.22993298111614         
58127.03720928022         417.3637342856773          0.0005515318306903525     6797.90059079727          6790.406207073058         -28.03267165335939         
58127.03752971444         417.8689536008442          0.0004905262634217925     6796.962857567885         6790.297949294158         -29.8059643058484          
58127.03784480736         418.3858622173493          0.0004299108566263545     6796.018119788836         6790.177266891855         -31.54827588202715         
58127.03816154248         418.9236592470497          0.0003698229426470423     6795.057857088838         6790.033778524026         -33.29813658282454         
58127.03848584416         419.4911577080084          0.0003117414758807067     6794.08325814117          6789.848583180694         -35.08808619738795         
58127.03876959679         420.0000021817095          0.0002673227486847126     6793.263527700568         6789.632510596513         -36.6527006127365          
58127.03904536406         420.5040600013881          0.0002348420082451693     6792.531662964286         6789.342068461465         -38.17181790339598         
58127.0393092059          420.9938332088286          0.0002193105020591799     6791.931185918            6788.952755442413         -39.62379693227084         
58127.03956628875         421.4769448613452          0.0002228999182990346     6791.469002572719         6788.442041510485         -41.03712942647367         
58127.03987438966         422.0619683035202          0.0002510861924781882     6791.07348366358          6787.664050157552         -42.72891533394207         
58127.04013446454         422.5595518126538          0.0002904095976876094     6790.843299029432         6786.900192004696         -44.15514623800398         
58127.04043255639         423.1324681861506          0.0003467721527621448     6790.655863951633         6785.947875845585         -45.78761524770091         
58127.0407177006          423.681511847708           0.0004076871588845097     6790.525525436105         6784.990961689079         -47.34674941872043         
58127.04098448648         424.1946920048504          0.0004684758379176822     6790.43211617511          6784.072788615521         -48.80316510048978         
58127.04123339694         424.6718861853178          0.0005272679872202697     6790.362708434676         6783.205800287686         -50.15978372600945         
58127.04146918026         425.1215320934562          0.0005841217858198322     6790.309117905587         6782.381013907415         -51.4427194767115          
58127.04175092166         425.6545507554301          0.0006529090875271901     6790.257620821658         6781.396564471304         -52.97274590596224         
58127.04201888345         426.1559260543781          0.0007187046194516504     6790.219338143254         6780.466023884439         -54.42463901326686         
58127.04226666038         426.6136052743186          0.000779529673830041      6790.192088197184         6779.614021666426         -55.76399794005414         
58127.04251213738         427.0604472649939          0.000839526791060257      6790.172145460409         6778.78064606529          -57.08760420095031         
58127.04274682421         427.4806681576192          0.0008964513598155799     6790.159248281597         6777.996057007981         -58.34960814967501         
58127.04295902275         427.8540844314985          0.0009474201932398897     6790.152562896999         6777.298485802668         -59.48749498837559         
58127.04315005547         428.1844567124399          0.0009928066321915345     6790.150475970308         6776.681235469364         -60.50902473542356         
58127.04327983354         428.4055464330704          0.001023332147408977      6790.151148049583         6776.268195010599         -61.20131813913645         
58127.04333053206         428.4911480032379          0.001035183896152116      6790.151865832056         6776.108291785879         -61.47137312992143         
58127.0433893461          428.5898968101183          0.001048880552968082      6790.153017539982         6775.923823361491         -61.78436866292101         
58127.04344553312         428.683667729526           0.001061913851588686      6790.15443710563          6775.748616743439         -62.08308610046825         
58127.04349866787         428.7718258603518          0.001074188509112931      6790.156065875573         6775.583903882444         -62.36530065696111         
58127.04355762569         428.869044792893           0.001087747956534073      6790.158198163786         6775.402287466302         -62.67812030550397         
58127.04362310895         428.9762702659018          0.001102731560053872      6790.160966420965         6775.202012540477         -63.02515162209988         
58127.04369317935         429.0901118123675          0.001118672817638845      6790.164393939717         6774.989425095272         -63.39599616969039         
58127.04376892955         429.2121192792383          0.001135795998839777      6790.168639555158         6774.76164601227          -63.79630030659016         
58127.04385650829         429.3517738021837          0.001155445596775606      6790.17424674622          6774.501002457837         -64.25830031463494         
58127.04395359478         429.5047881721002          0.001177037314958294      6790.181337239767         6774.215535965102         -64.76938577868798         
58127.04408114743         429.7028631098992          0.001205087383562558      6790.192049182212         6773.84619782059          -65.43903344316625         
58127.04423826893         429.9420965742856          0.001239122851389741      6790.207422995496         6773.400446537069         -66.2608509904354          
58127.04444092639         430.2426135260639          0.001282135534777744      6790.230803999833         6772.841107541299         -67.31531088531699         
58127.04467182123         430.5734800518467          0.001329854345772899      6790.262323217123         6772.226188929748         -68.50806083764105         
58127.04491042173         430.9019174704572          0.00137764139770322       6790.300364179303         6771.616905516345         -69.72936114196763         
58127.0451251847          431.1853470237593          0.001419259328862272      6790.339367356651         6771.092179121585         -70.8171318576448          
58127.04534404325         431.4618529248792          0.001460248224845981      6790.383763979366         6770.581388687985         -71.9123626462525          
58127.04559664601         431.7649855219243          0.00150569593297411       6790.440847434281         6770.022912302004         -73.15646096693762         
58127.0458794416          432.0833032386581          0.001554111707341284      6790.51218383388          6769.43850571628          -74.51784168999829         
58127.04613953111         432.355798822864           0.001596253133936733      6790.584716127059         6768.940281854339         -75.73284524058663         
58127.04651460809         432.7134570168773          0.001652841997554125      6790.700964002331         6768.290094136978         -77.4014103959359          
58127.04689586839         433.0329530282952          0.001705115887672087      6790.833143922827         6767.714249348804         -78.95525429149875         
58127.04726498455         433.2987605214667          0.001750516990882211      6790.974437482778         6767.240551778042         -80.25870475369392         
58127.04752026789         433.4570506190084          0.001778848465585131      6791.079726681198         6766.962024915031         -80.99836873632466         
58127.04786227849         433.6358943319083          0.00181280269795364       6791.230331112012         6766.652564420452         -81.7113898103153          
58127.04817089679         433.7642926129938          0.001839458486541756      6791.375439275896         6766.436407215931         -82.01793421570159         
58127.04845442563         433.854486815052           0.00186058640032444       6791.516273581611         6766.29080211834          -81.98366943299082         
58127.04873419498         433.9173447670491          0.001878263676790435      6791.66212416645          6766.196890045011         -81.65627090665301         
58127.04900898355         433.9538110406083          0.001892555229189823      6791.811848379165         6766.152651767243         -81.08176390783071         
58127.04927893405         433.9653204839688          0.001903635058094079      6791.964984475124         6766.15527143412          -80.31645762445544         
58127.04953053581         433.9544712234419          0.001911330216346088      6792.112923995746         6766.198513662321         -79.46198427222645         
58127.04979294814         433.9211573803414          0.001916667830813688      6792.272374649408         6766.285123660159         -78.45903097345648         
58127.05011062114         433.8511200138946          0.001919491184967872      6792.472127613949         6766.445903974613         -77.13004491082798         
58127.05041164446         433.7551920965307          0.001918536838889265      6792.667840079715         6766.653782037336         -75.78474141679595         
58127.05079787648         433.5908978440693          0.00191223478439351       6792.927470595161         6766.997709991069         -73.97039306063044         
58127.05120088244         433.3715138857924          0.001899724940593061      6793.207680906896         6767.44616857828          -72.00151483492378         
58127.05152929905         433.1578016024487          0.001885184260479749      6793.442304567274         6767.876719391962         -70.35557574415591         
58127.05182544763         432.9392186964979          0.001868834189136576      6793.658140238743         6768.31306477872          -68.84708153792246         
58127.05211894798         432.6993377322679          0.001849700614935948      6793.875534435703         6768.788666123758         -67.33395953173793         
58127.05241569681         432.4342753703113          0.001827495591436787      6794.098351472895         6769.311280166224         -65.78912804332045         
58127.05269262517         432.1674428220849          0.001804279636148037      6794.308546231237         6769.835038180096         -64.3362180517635          
58127.05297299565         431.8791250724398          0.001778424104743388      6794.523096787483         6770.398912507189         -62.85592747461172         
58127.05327504745         431.5492332535514          0.001748043227824316      6794.755637051692         6771.042036298757         -61.25224359752671         
58127.05354656983         431.2367046089294          0.001718607775633241      6794.965397575569         6771.649707367192         -59.80386609860369         
58127.0538057977          430.9251854974             0.001688726351953454      6795.165842222385         6772.254182498618         -58.41586043047217         
58127.054083802           430.5779040338794          0.001654856662761828      6795.38050579111          6772.926901875132         -56.92234039279686         
58127.05433210261         430.2571158669462          0.001623102948136812      6795.571536429407         6773.547459383683         -55.5845236697423          
58127.05460294642         429.8968357299482          0.001586952655665939      6795.778673233001         6774.243690205895         -54.12152303954384         
58127.05485898413         429.5473084177884          0.001551424051113508      6795.972832449497         6774.918625047286         -52.73527914060799         
58127.05509973026         429.2116282010857          0.001516903022469121      6796.153509405371         6775.566526263161         -51.4292375266003          
58127.05534542674         428.86290766395            0.001480642645319618      6796.335601136981         6776.239467683284         -50.09397478094375         
58127.05559560343         428.5023822650337          0.001442739108835271      6796.518188219541         6776.935236122289         -48.73210788005586         
58127.0558261417          428.1661167696384          0.001407009842172031      6796.683525392755         6777.584396825912         -47.47528470235643         
58127.05606779868         427.8103248098159          0.001368809973639513      6796.853421839101         6778.271655240191         -46.15607036343901         
58127.05626337878         427.5204865366968          0.001337386727550993      6796.988074553616         6778.831953033099         -45.08714791435798         
58127.05644349589         427.2525080439082          0.001308085109014621      6797.109610388957         6779.350445157165         -44.10181039750391         
58127.05660290839         427.0147930230996          0.001281887850613251      6797.215047029098         6779.810822519462         -43.229033962381           
58127.05676379124         426.774640716947           0.001255220772140064      6797.319292350249         6780.276412186195         -42.34756707811736         
58127.05693431748         426.520115808411           0.001226729388103142      6797.427263414896         6780.770489194294         -41.41259275857429         
58127.05709097397         426.2865745625268          0.001200372108344915      6797.524027970787         6781.22447699919          -40.55308086272339         
58127.05724609336         426.0558341996193          0.00117412029260557       6797.617426290595         6781.673705014131         -39.7014741441049          
58127.05739988197         425.8278038008675          0.001147961579200961      6797.707525593994         6782.118407170943         -38.85667466575577         
58127.05754064114         425.6199233467714          0.001123918905438465      6797.787706133622         6782.524536462411         -38.08302985205479         
58127.05770283857         425.3815973554119          0.001096113386435103      6797.877261691773         6782.99109009197          -37.19107697529622         
58127.05786183434         425.1494805708771          0.001068769835716246      6797.961964958929         6783.44656519536          -36.31625154922075         
58127.05803061504         424.9049844812207          0.001039669558479844      6798.048381281945         6783.927614295339         -35.38708864736887         
58127.05827043959         424.5615093296592          0.0009982291209329115     6798.164644428389         6784.605927300738         -34.06597426342334         
58127.05867054211         424.0008181402218          0.0009289951831145868     6798.340310084145         6785.720782761756         -31.8598705150468          
58127.05907132832         423.4578637751602          0.0008597273963644559     6798.491299354303         6786.811642227515         -29.64760401850958         
58127.05926791841         423.1994811641152          0.0008258477423963572     6798.555498019807         6787.335620511125         -28.56165363321872         
58127.05945290648         422.9616252683481          0.0007940538094086022     6798.609633779337         6787.821276558717         -27.53933511184314         
58127.0596231747          422.7475150272712          0.0007648790721148553     6798.653875015011         6788.261527768827         -26.59799004361624         
58127.0598103413          422.5177992309909          0.0007329230160425798     6798.696098868199         6788.737556013583         -25.5628244692333          
58127.05999424008         422.2981627092768          0.0007016557179070002     6798.730815893862         6789.196768809549         -24.54534608185742         
58127.0602387127          422.0160218469791          0.0006603129608647119     6798.766173404336         6789.793471351421         -23.19216130284679         
58127.06047191691         421.7579356572132          0.0006211370559572154     6798.787959299614         6790.347243866514         -21.90078401293717         
58127.06063537305         421.5837870678406          0.0005938421054490342     6798.796023661462         6790.725993294867         -20.99532934167855         
58127.06080937589         421.4047576416297          0.000564943333306628      6798.797881886836         6791.120348182576         -20.03118587756537         
58127.06100876747         421.2079448908198          0.0005320373365849755     6798.791251272466         6791.560676629493         -18.92604431849273         
58127.06121243126         421.0164272549982          0.0004986686916244042     6798.774559183111         6791.997266778492         -17.79689093610303         
58127.06142357081         420.8283719843894          0.0004643475110186151     6798.746396667898         6792.435365244951         -16.62595796207028         
58127.06162903959         420.6559430409197          0.0004312296002012126     6798.7081389461           6792.847058032395         -15.4861706816267          
58127.06184334407         420.487535388449           0.0003970037673395067     6798.65662448792          6793.260582151517         -14.29707439679872         
58127.06212727928         420.2829175985235          0.0003522049128781495     6798.569887956084         6793.782594634145         -12.72119892318293         
58127.06236024843         420.1312082814138          0.000315980672337543      6798.482982409969         6794.187961106373         -11.42786572294799         
58127.06250055869         420.047027309055           0.0002944359336205852     6798.423903869594         6794.421681689049         -10.64880240763241         
58127.06265177642         419.9624462584734          0.0002714861303801197     6798.35473683144          6794.664420660191         -9.809077613623776         
58127.06278939873         419.8910727083139          0.0002508862557170498     6798.287057780573         6794.876719817064         -9.044767178947344         
58127.06295560763         419.8120699975762          0.0002264543313046396     6798.19978716574          6795.121520678763         -8.121600631593074         
58127.06308746521         419.7550491593947          0.0002075079785104596     6798.126787385323         6795.30604161796          -7.389162618694082         
58127.06322234374         419.7019413695116          0.0001886421751036712     6798.049403164019         6795.485089250024         -6.639888281027133         
58127.06335540087         419.6547588712756          0.0001706945470147082     6797.971378728357         6795.651021510459         -5.90068253944696          
58127.06348312682         419.6143625359273          0.0001542894599325585     6797.896255812892         6795.798891930061         -5.191053200960702         
58127.06364475421         419.5701567736933          0.0001351365662248867     6797.803893838805         6795.966878334604         -4.293021526359982         
58127.06381947405         419.5311015929246          0.0001173825947860684     6797.713722674272         6796.118043428482         -3.322193328934441         
